timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/03/31 20:02:13.847, 100 %, 64 %, 84
2025/03/31 20:02:18.847, 100 %, 62 %, 82
2025/03/31 20:02:23.849, 100 %, 66 %, 83
2025/03/31 20:02:28.850, 100 %, 65 %, 84
2025/03/31 20:02:33.850, 84 %, 53 %, 84
2025/03/31 20:02:38.851, 100 %, 65 %, 84
2025/03/31 20:02:43.852, 100 %, 62 %, 83
2025/03/31 20:02:48.852, 100 %, 61 %, 84
2025/03/31 20:02:53.853, 96 %, 61 %, 84
2025/03/31 20:02:58.854, 100 %, 59 %, 84
2025/03/31 20:03:03.855, 100 %, 64 %, 84
2025/03/31 20:03:08.855, 93 %, 60 %, 83
2025/03/31 20:03:13.856, 96 %, 62 %, 84
2025/03/31 20:03:18.857, 100 %, 62 %, 84
2025/03/31 20:03:23.858, 99 %, 67 %, 85
2025/03/31 20:03:28.859, 100 %, 66 %, 84
2025/03/31 20:03:33.860, 96 %, 59 %, 84
2025/03/31 20:03:38.861, 100 %, 62 %, 84
2025/03/31 20:03:43.862, 100 %, 64 %, 83
2025/03/31 20:03:48.863, 100 %, 62 %, 81
2025/03/31 20:03:53.864, 96 %, 61 %, 84
2025/03/31 20:03:58.864, 100 %, 59 %, 83
2025/03/31 20:04:03.865, 87 %, 56 %, 83
2025/03/31 20:04:08.866, 100 %, 65 %, 83
2025/03/31 20:04:13.867, 100 %, 62 %, 85
2025/03/31 20:04:18.867, 100 %, 64 %, 85
2025/03/31 20:04:23.869, 100 %, 62 %, 83
2025/03/31 20:04:28.869, 96 %, 61 %, 83
2025/03/31 20:04:33.870, 99 %, 64 %, 84
2025/03/31 20:04:38.871, 100 %, 64 %, 84
2025/03/31 20:04:43.871, 96 %, 62 %, 82
2025/03/31 20:04:48.872, 100 %, 59 %, 82
2025/03/31 20:04:53.872, 96 %, 61 %, 83
2025/03/31 20:04:58.874, 100 %, 65 %, 83
2025/03/31 20:05:03.874, 76 %, 48 %, 80
2025/03/31 20:05:08.875, 100 %, 63 %, 84
2025/03/31 20:05:13.875, 100 %, 68 %, 84
2025/03/31 20:05:18.876, 100 %, 68 %, 83
2025/03/31 20:05:23.876, 100 %, 61 %, 84
2025/03/31 20:05:28.877, 96 %, 65 %, 84
2025/03/31 20:05:33.877, 94 %, 60 %, 84
2025/03/31 20:05:38.878, 93 %, 59 %, 84
2025/03/31 20:05:43.879, 96 %, 62 %, 84
2025/03/31 20:05:48.880, 96 %, 59 %, 83
2025/03/31 20:05:53.880, 94 %, 60 %, 84
2025/03/31 20:05:58.881, 93 %, 59 %, 84
2025/03/31 20:06:03.882, 100 %, 63 %, 84
2025/03/31 20:06:08.883, 96 %, 62 %, 85
2025/03/31 20:06:13.884, 100 %, 64 %, 84
2025/03/31 20:06:18.884, 100 %, 64 %, 80
2025/03/31 20:06:23.885, 100 %, 61 %, 84
